Elevation,Set,Transect,Date,CommonName,ScientificName,Counts
1250,11,A,20140531,Crested Goshawk,Accipitridae Accipiter trivirgatus,1
1850,6,A,20140614,Crested Goshawk,Accipitridae Accipiter trivirgatus,1
2000,5,B,20130507,Crested Goshawk,Accipitridae Accipiter trivirgatus,1
2050,7,B,20140610,Crested Goshawk,Accipitridae Accipiter trivirgatus,1
700,5,A,20140528,Black Eagle,Accipitridae Ictinaetus malaiensis,1
1300,4,A,20130528,Black Eagle,Accipitridae Ictinaetus malaiensis,1
1300,6,B,20140510,Black Eagle,Accipitridae Ictinaetus malaiensis,1
1750,5,A,20130509,Black Eagle,Accipitridae Ictinaetus malaiensis,1
1800,2,A,20120522,Black Eagle,Accipitridae Ictinaetus malaiensis,1
1800,5,A,20130507,Black Eagle,Accipitridae Ictinaetus malaiensis,1
1800,8,A,20140515,Black Eagle,Accipitridae Ictinaetus malaiensis,1
1200,12,A,20140629,Oriental Honey-Buzzard,Accipitridae Pernis ptilorhynchus,1
200,12,A,20160714,Crested Serpent-Eagle,Accipitridae Spilornis cheela,1
200,12,B,20160714,Crested Serpent-Eagle,Accipitridae Spilornis cheela,1
550,11,B,20140518,Crested Serpent-Eagle,Accipitridae Spilornis cheela,3
800,3,A,20140601,Crested Serpent-Eagle,Accipitridae Spilornis cheela,1
1050,5,A,20140527,Crested Serpent-Eagle,Accipitridae Spilornis cheela,2
1200,9,A,20140519,Crested Serpent-Eagle,Accipitridae Spilornis cheela,1
1200,11,A,20140531,Crested Serpent-Eagle,Accipitridae Spilornis cheela,2
1400,11,B,20140531,Crested Serpent-Eagle,Accipitridae Spilornis cheela,1
650,3,A,20140601,Mountain Hawk-Eagle,Accipitridae Nisaetus nipalensis,1
1000,2,B,20120523,Mountain Hawk-Eagle,Accipitridae Nisaetus nipalensis,2
1250,1,B,20120516,Mountain Hawk-Eagle,Accipitridae Nisaetus nipalensis,1
1400,11,B,20140531,Mountain Hawk-Eagle,Accipitridae Nisaetus nipalensis,1
1500,11,A,20140531,Red-headed Tit,Aegithalidae Aegithalos concinnus,6
1600,9,A,20140512,Red-headed Tit,Aegithalidae Aegithalos concinnus,12
1850,11,A,20140612,Red-headed Tit,Aegithalidae Aegithalos concinnus,4
1850,12,B,20140629,Red-headed Tit,Aegithalidae Aegithalos concinnus,7
2100,9,A,20140701,Red-headed Tit,Aegithalidae Aegithalos concinnus,7
2150,2,B,20120522,Red-headed Tit,Aegithalidae Aegithalos concinnus,2
2150,5,A,20130520,Red-headed Tit,Aegithalidae Aegithalos concinnus,5
2250,5,A,20130520,Red-headed Tit,Aegithalidae Aegithalos concinnus,2
2350,4,A,20140505,Red-headed Tit,Aegithalidae Aegithalos concinnus,2
2400,4,B,20130515,Red-headed Tit,Aegithalidae Aegithalos concinnus,2
2450,9,A,20140626,Red-headed Tit,Aegithalidae Aegithalos concinnus,8
2450,9,B,20140626,Red-headed Tit,Aegithalidae Aegithalos concinnus,8
2550,6,A,20140523,Red-headed Tit,Aegithalidae Aegithalos concinnus,2
200,4,A,20160710,Common Iora,Aegithinidae Aegithina tiphia,4
200,6,A,20160710,Common Iora,Aegithinidae Aegithina tiphia,1
200,9,A,20160711,Common Iora,Aegithinidae Aegithina tiphia,2
200,9,B,20160711,Common Iora,Aegithinidae Aegithina tiphia,2
600,8,B,20140516,Rufous-necked Hornbill,Bucerotidae Aceros nipalensis,1
650,10,B,20140526,Rufous-necked Hornbill,Bucerotidae Aceros nipalensis,1
700,11,B,20140518,Rufous-necked Hornbill,Bucerotidae Aceros nipalensis,1
750,6,B,20140511,Rufous-necked Hornbill,Bucerotidae Aceros nipalensis,1
800,8,A,20140516,Rufous-necked Hornbill,Bucerotidae Aceros nipalensis,1
800,9,B,20140630,Rufous-necked Hornbill,Bucerotidae Aceros nipalensis,1
950,1,A,20120519,Rufous-necked Hornbill,Bucerotidae Aceros nipalensis,2
950,10,A,20140603,Rufous-necked Hornbill,Bucerotidae Aceros nipalensis,2
1000,10,A,20140603,Rufous-necked Hornbill,Bucerotidae Aceros nipalensis,2
1000,10,B,20140603,Rufous-necked Hornbill,Bucerotidae Aceros nipalensis,2
1000,11,A,20140518,Rufous-necked Hornbill,Bucerotidae Aceros nipalensis,1
1150,4,B,20140525,Rufous-necked Hornbill,Bucerotidae Aceros nipalensis,1
1200,5,B,20140527,Rufous-necked Hornbill,Bucerotidae Aceros nipalensis,1
1250,9,A,20140519,Rufous-necked Hornbill,Bucerotidae Aceros nipalensis,1
1250,11,A,20140531,Rufous-necked Hornbill,Bucerotidae Aceros nipalensis,1
1300,3,A,20130510,Rufous-necked Hornbill,Bucerotidae Aceros nipalensis,1
1300,10,B,20140628,Rufous-necked Hornbill,Bucerotidae Aceros nipalensis,1
1350,1,B,20120516,Rufous-necked Hornbill,Bucerotidae Aceros nipalensis,1
1400,9,A,20140512,Rufous-necked Hornbill,Bucerotidae Aceros nipalensis,1
1450,4,A,20140506,Rufous-necked Hornbill,Bucerotidae Aceros nipalensis,1
1550,7,A,20140614,Rufous-necked Hornbill,Bucerotidae Aceros nipalensis,1
1550,9,A,20140512,Rufous-necked Hornbill,Bucerotidae Aceros nipalensis,1
1550,9,B,20140512,Rufous-necked Hornbill,Bucerotidae Aceros nipalensis,1
1550,10,B,20140627,Rufous-necked Hornbill,Bucerotidae Aceros nipalensis,1
200,8,A,20160713,Wreathed Hornbill,Bucerotidae Rhyticeros undulatus,1
200,10,A,20160712,Wreathed Hornbill,Bucerotidae Rhyticeros undulatus,1
500,5,B,20140528,Wreathed Hornbill,Bucerotidae Rhyticeros undulatus,1
550,4,A,20140608,Wreathed Hornbill,Bucerotidae Rhyticeros undulatus,1
650,3,A,20140601,Wreathed Hornbill,Bucerotidae Rhyticeros undulatus,1
650,10,B,20140526,Wreathed Hornbill,Bucerotidae Rhyticeros undulatus,1
750,6,B,20140511,Wreathed Hornbill,Bucerotidae Rhyticeros undulatus,1
800,5,A,20140528,Wreathed Hornbill,Bucerotidae Rhyticeros undulatus,1
800,7,A,20140602,Wreathed Hornbill,Bucerotidae Rhyticeros undulatus,1
200,6,A,20160710,Oriental Pied-Hornbill,Bucerotidae Anthracoceros albirostris,2
200,6,B,20160710,Oriental Pied-Hornbill,Bucerotidae Anthracoceros albirostris,2
200,4,B,20160710,Oriental Pied-Hornbill,Bucerotidae Anthracoceros albirostris,1
200,5,A,20160710,Oriental Pied-Hornbill,Bucerotidae Anthracoceros albirostris,3
200,1,A,20160709,Great Hornbill,Bucerotidae Buceros bicornis,2
200,11,B,20160712,Great Hornbill,Bucerotidae Buceros bicornis,1
500,12,A,20140630,Great Hornbill,Bucerotidae Buceros bicornis,1
600,7,A,20140611,Great Hornbill,Bucerotidae Buceros bicornis,1
600,7,B,20140611,Great Hornbill,Bucerotidae Buceros bicornis,1
600,11,B,20140518,Great Hornbill,Bucerotidae Buceros bicornis,1
650,9,A,20140630,Great Hornbill,Bucerotidae Buceros bicornis,2
800,9,B,20140630,Great Hornbill,Bucerotidae Buceros bicornis,2
900,3,A,20140504,Great Hornbill,Bucerotidae Buceros bicornis,2
900,5,A,20140527,Great Hornbill,Bucerotidae Buceros bicornis,2
1100,5,A,20140527,Great Hornbill,Bucerotidae Buceros bicornis,1
1100,5,B,20140527,Great Hornbill,Bucerotidae Buceros bicornis,1
900,2,B,20120523,Black-winged Cuckooshrike,Campephagidae Lalage melaschistos,1
1600,4,A,20130528,Black-winged Cuckooshrike,Campephagidae Lalage melaschistos,1
1650,9,A,20140701,Black-winged Cuckooshrike,Campephagidae Lalage melaschistos,2
1650,9,B,20140701,Black-winged Cuckooshrike,Campephagidae Lalage melaschistos,2
1700,2,A,20120520,Black-winged Cuckooshrike,Campephagidae Lalage melaschistos,1
1700,2,B,20120520,Black-winged Cuckooshrike,Campephagidae Lalage melaschistos,1
1750,8,A,20140515,Black-winged Cuckooshrike,Campephagidae Lalage melaschistos,1
1800,2,B,20120520,Black-winged Cuckooshrike,Campephagidae Lalage melaschistos,1
1800,10,A,20140627,Black-winged Cuckooshrike,Campephagidae Lalage melaschistos,1
1850,10,B,20140627,Black-winged Cuckooshrike,Campephagidae Lalage melaschistos,2
2000,7,A,20140610,Black-winged Cuckooshrike,Campephagidae Lalage melaschistos,1
2550,7,A,20140616,Black-winged Cuckooshrike,Campephagidae Lalage melaschistos,1
800,6,A,20140511,Pied Flycatcher-shrike,Vangidae Hemipus picatus,4
900,1,A,20120514,Pied Flycatcher-shrike,Vangidae Hemipus picatus,4
950,1,A,20120519,Pied Flycatcher-shrike,Vangidae Hemipus picatus,1
1050,1,B,20120519,Pied Flycatcher-shrike,Vangidae Hemipus picatus,1
1100,3,A,20140503,Pied Flycatcher-shrike,Vangidae Hemipus picatus,4
1100,8,B,20140516,Pied Flycatcher-shrike,Vangidae Hemipus picatus,2
1300,8,A,20140517,Short-billed Minivet,Campephagidae Pericrocotus brevirostris,2
1400,5,A,20140527,Short-billed Minivet,Campephagidae Pericrocotus brevirostris,2
1400,6,A,20140510,Short-billed Minivet,Campephagidae Pericrocotus brevirostris,5
1400,6,B,20140510,Short-billed Minivet,Campephagidae Pericrocotus brevirostris,5
1600,8,A,20140519,Short-billed Minivet,Campephagidae Pericrocotus brevirostris,4
1600,8,B,20140519,Short-billed Minivet,Campephagidae Pericrocotus brevirostris,4
1650,9,A,20140701,Short-billed Minivet,Campephagidae Pericrocotus brevirostris,5
1650,9,B,20140701,Short-billed Minivet,Campephagidae Pericrocotus brevirostris,5
1850,12,A,20140629,Short-billed Minivet,Campephagidae Pericrocotus brevirostris,4
2200,4,B,20130516,Short-billed Minivet,Campephagidae Pericrocotus brevirostris,2
2200,6,B,20140523,Short-billed Minivet,Campephagidae Pericrocotus brevirostris,2
2450,3,B,20130515,Short-billed Minivet,Campephagidae Pericrocotus brevirostris,2
2350,6,B,20140523,Long-tailed Minivet,Campephagidae Pericrocotus ethologus,2
2500,3,A,20130506,Long-tailed Minivet,Campephagidae Pericrocotus ethologus,2
1050,12,A,20140629,Grey-chinned Minivet,Campephagidae Pericrocotus solaris,2
1200,2,B,20120523,Grey-chinned Minivet,Campephagidae Pericrocotus solaris,2
1200,8,B,20140516,Grey-chinned Minivet,Campephagidae Pericrocotus solaris,2
1350,4,A,20140506,Grey-chinned Minivet,Campephagidae Pericrocotus solaris,2
1350,6,A,20140510,Grey-chinned Minivet,Campephagidae Pericrocotus solaris,2
1400,6,A,20140510,Grey-chinned Minivet,Campephagidae Pericrocotus solaris,6
1400,6,B,20140510,Grey-chinned Minivet,Campephagidae Pericrocotus solaris,6
1550,1,A,20120516,Grey-chinned Minivet,Campephagidae Pericrocotus solaris,1
1700,8,A,20140515,Grey-chinned Minivet,Campephagidae Pericrocotus solaris,2
1750,7,A,20140613,Grey-chinned Minivet,Campephagidae Pericrocotus solaris,2
1900,7,B,20140613,Grey-chinned Minivet,Campephagidae Pericrocotus solaris,2
1900,8,B,20140515,Grey-chinned Minivet,Campephagidae Pericrocotus solaris,2
2450,2,A,20120522,Grey-chinned Minivet,Campephagidae Pericrocotus solaris,1
200,11,A,20160712,Scarlet Minivet,Campephagidae Pericrocotus flammeus,2
200,12,A,20160714,Scarlet Minivet,Campephagidae Pericrocotus flammeus,2
200,1,B,20160709,Scarlet Minivet,Campephagidae Pericrocotus flammeus,3
200,3,A,20160709,Scarlet Minivet,Campephagidae Pericrocotus flammeus,2
200,3,B,20160709,Scarlet Minivet,Campephagidae Pericrocotus flammeus,2
200,7,A,20160713,Scarlet Minivet,Campephagidae Pericrocotus flammeus,2
200,10,A,20160712,Scarlet Minivet,Campephagidae Pericrocotus flammeus,2
200,10,B,20160712,Scarlet Minivet,Campephagidae Pericrocotus flammeus,2
200,1,B,20160709,Scarlet Minivet,Campephagidae Pericrocotus flammeus,2
200,6,A,20160710,Scarlet Minivet,Campephagidae Pericrocotus flammeus,3
200,6,B,20160710,Scarlet Minivet,Campephagidae Pericrocotus flammeus,2
200,8,A,20160713,Scarlet Minivet,Campephagidae Pericrocotus flammeus,2
200,1,A,20160709,Scarlet Minivet,Campephagidae Pericrocotus flammeus,1
200,1,B,20160709,Scarlet Minivet,Campephagidae Pericrocotus flammeus,2
500,4,A,20140608,Scarlet Minivet,Campephagidae Pericrocotus flammeus,2
600,6,A,20140512,Scarlet Minivet,Campephagidae Pericrocotus flammeus,2
650,4,A,20140525,Scarlet Minivet,Campephagidae Pericrocotus flammeus,2
650,7,B,20140602,Scarlet Minivet,Campephagidae Pericrocotus flammeus,2
650,9,B,20140630,Scarlet Minivet,Campephagidae Pericrocotus flammeus,3
650,10,A,20140526,Scarlet Minivet,Campephagidae Pericrocotus flammeus,2
700,4,B,20140525,Scarlet Minivet,Campephagidae Pericrocotus flammeus,4
700,7,A,20140602,Scarlet Minivet,Campephagidae Pericrocotus flammeus,6
700,7,B,20140602,Scarlet Minivet,Campephagidae Pericrocotus flammeus,6
700,8,A,20140516,Scarlet Minivet,Campephagidae Pericrocotus flammeus,2
700,11,A,20140518,Scarlet Minivet,Campephagidae Pericrocotus flammeus,4
800,10,B,20140526,Scarlet Minivet,Campephagidae Pericrocotus flammeus,2
850,8,B,20140517,Scarlet Minivet,Campephagidae Pericrocotus flammeus,2
850,9,A,20140519,Scarlet Minivet,Campephagidae Pericrocotus flammeus,2
850,9,B,20140519,Scarlet Minivet,Campephagidae Pericrocotus flammeus,2
850,10,A,20140603,Scarlet Minivet,Campephagidae Pericrocotus flammeus,2
900,5,B,20140527,Scarlet Minivet,Campephagidae Pericrocotus flammeus,2
900,7,B,20140602,Scarlet Minivet,Campephagidae Pericrocotus flammeus,2
900,9,B,20140519,Scarlet Minivet,Campephagidae Pericrocotus flammeus,4
950,1,A,20120519,Scarlet Minivet,Campephagidae Pericrocotus flammeus,2
950,5,A,20140527,Scarlet Minivet,Campephagidae Pericrocotus flammeus,2
1000,7,A,20140602,Scarlet Minivet,Campephagidae Pericrocotus flammeus,3
1050,4,A,20140525,Scarlet Minivet,Campephagidae Pericrocotus flammeus,2
1050,8,B,20140517,Scarlet Minivet,Campephagidae Pericrocotus flammeus,3
1100,8,A,20140516,Scarlet Minivet,Campephagidae Pericrocotus flammeus,2
1100,10,A,20140603,Scarlet Minivet,Campephagidae Pericrocotus flammeus,2
1100,10,B,20140603,Scarlet Minivet,Campephagidae Pericrocotus flammeus,3
1150,3,A,20140503,Scarlet Minivet,Campephagidae Pericrocotus flammeus,4
1150,3,B,20140503,Scarlet Minivet,Campephagidae Pericrocotus flammeus,2
1150,7,B,20140602,Scarlet Minivet,Campephagidae Pericrocotus flammeus,2
1150,8,A,20140516,Scarlet Minivet,Campephagidae Pericrocotus flammeus,5
1200,10,A,20140628,Scarlet Minivet,Campephagidae Pericrocotus flammeus,3
1200,10,B,20140628,Scarlet Minivet,Campephagidae Pericrocotus flammeus,3
2300,4,B,20130516,Brown-throated Treecreeper,Certhiidae Certhia discolor,2
2300,8,B,20140522,Brown-throated Treecreeper,Certhiidae Certhia discolor,1
2400,1,B,20120512,Brown-throated Treecreeper,Certhiidae Certhia discolor,2
2400,12,B,20140702,Brown-throated Treecreeper,Certhiidae Certhia discolor,1
650,6,B,20140512,Rufous-faced Warbler,Scotocercidae Abroscopus albogularis,2
650,10,A,20140526,Rufous-faced Warbler,Scotocercidae Abroscopus albogularis,5
700,7,A,20140602,Rufous-faced Warbler,Scotocercidae Abroscopus albogularis,2
700,7,B,20140602,Rufous-faced Warbler,Scotocercidae Abroscopus albogularis,2
850,8,A,20140517,Rufous-faced Warbler,Scotocercidae Abroscopus albogularis,3
850,8,B,20140517,Rufous-faced Warbler,Scotocercidae Abroscopus albogularis,5
850,11,A,20140518,Rufous-faced Warbler,Scotocercidae Abroscopus albogularis,4
900,12,A,20140701,Rufous-faced Warbler,Scotocercidae Abroscopus albogularis,3
900,12,B,20140701,Rufous-faced Warbler,Scotocercidae Abroscopus albogularis,3
950,8,A,20140517,Rufous-faced Warbler,Scotocercidae Abroscopus albogularis,2
950,8,B,20140517,Rufous-faced Warbler,Scotocercidae Abroscopus albogularis,2
950,10,B,20140603,Rufous-faced Warbler,Scotocercidae Abroscopus albogularis,2
1000,2,A,20120523,Rufous-faced Warbler,Scotocercidae Abroscopus albogularis,1
1000,4,A,20140525,Rufous-faced Warbler,Scotocercidae Abroscopus albogularis,2
1000,6,B,20140511,Rufous-faced Warbler,Scotocercidae Abroscopus albogularis,2
1000,8,B,20140517,Rufous-faced Warbler,Scotocercidae Abroscopus albogularis,2
1050,7,A,20140602,Rufous-faced Warbler,Scotocercidae Abroscopus albogularis,4
1050,10,A,20140603,Rufous-faced Warbler,Scotocercidae Abroscopus albogularis,4
1050,12,A,20140629,Rufous-faced Warbler,Scotocercidae Abroscopus albogularis,4
1100,5,B,20140527,Rufous-faced Warbler,Scotocercidae Abroscopus albogularis,2
1200,12,B,20140629,Rufous-faced Warbler,Scotocercidae Abroscopus albogularis,2
1250,11,A,20140531,Rufous-faced Warbler,Scotocercidae Abroscopus albogularis,5
1250,11,B,20140531,Rufous-faced Warbler,Scotocercidae Abroscopus albogularis,5
1500,7,B,20140614,Black-faced Warbler,Scotocercidae Abroscopus schisticeps,2
1750,11,A,20140612,Black-faced Warbler,Scotocercidae Abroscopus schisticeps,4
1800,11,A,20140612,Black-faced Warbler,Scotocercidae Abroscopus schisticeps,5
1900,2,A,20120520,Black-faced Warbler,Scotocercidae Abroscopus schisticeps,4
1950,4,A,20130522,Black-faced Warbler,Scotocercidae Abroscopus schisticeps,4
1950,9,A,20140701,Black-faced Warbler,Scotocercidae Abroscopus schisticeps,2
1950,11,A,20140702,Black-faced Warbler,Scotocercidae Abroscopus schisticeps,4
1950,11,B,20140702,Black-faced Warbler,Scotocercidae Abroscopus schisticeps,4
1950,12,A,20140629,Black-faced Warbler,Scotocercidae Abroscopus schisticeps,3
1950,12,B,20140629,Black-faced Warbler,Scotocercidae Abroscopus schisticeps,1
2000,10,A,20140624,Black-faced Warbler,Scotocercidae Abroscopus schisticeps,5
2000,10,B,20140624,Black-faced Warbler,Scotocercidae Abroscopus schisticeps,5
2050,1,A,20120515,Black-faced Warbler,Scotocercidae Abroscopus schisticeps,2
2050,2,B,20120522,Black-faced Warbler,Scotocercidae Abroscopus schisticeps,2
2050,5,A,20130520,Black-faced Warbler,Scotocercidae Abroscopus schisticeps,4
2050,9,A,20140701,Black-faced Warbler,Scotocercidae Abroscopus schisticeps,4
2050,9,B,20140701,Black-faced Warbler,Scotocercidae Abroscopus schisticeps,4
2100,5,A,20130507,Black-faced Warbler,Scotocercidae Abroscopus schisticeps,10
2150,7,A,20140610,Black-faced Warbler,Scotocercidae Abroscopus schisticeps,8
2150,7,B,20140610,Black-faced Warbler,Scotocercidae Abroscopus schisticeps,8
2150,9,A,20140701,Black-faced Warbler,Scotocercidae Abroscopus schisticeps,4
2150,10,A,20140624,Black-faced Warbler,Scotocercidae Abroscopus schisticeps,5
2150,10,B,20140624,Black-faced Warbler,Scotocercidae Abroscopus schisticeps,5
2150,12,A,20140702,Black-faced Warbler,Scotocercidae Abroscopus schisticeps,9
2150,12,B,20140702,Black-faced Warbler,Scotocercidae Abroscopus schisticeps,9
2200,9,A,20140701,Black-faced Warbler,Scotocercidae Abroscopus schisticeps,6
2200,10,B,20140624,Black-faced Warbler,Scotocercidae Abroscopus schisticeps,6
2200,12,B,20140702,Black-faced Warbler,Scotocercidae Abroscopus schisticeps,7
2250,1,B,20120515,Black-faced Warbler,Scotocercidae Abroscopus schisticeps,10
2250,7,A,20140615,Black-faced Warbler,Scotocercidae Abroscopus schisticeps,5
2350,10,A,20140619,Black-faced Warbler,Scotocercidae Abroscopus schisticeps,5
2350,10,B,20140619,Black-faced Warbler,Scotocercidae Abroscopus schisticeps,5
2450,9,A,20140626,Black-faced Warbler,Scotocercidae Abroscopus schisticeps,7
2450,9,B,20140626,Black-faced Warbler,Scotocercidae Abroscopus schisticeps,7
2450,11,B,20140702,Black-faced Warbler,Scotocercidae Abroscopus schisticeps,5
2550,12,A,20140702,Black-faced Warbler,Scotocercidae Abroscopus schisticeps,4
2700,10,A,20140703,Black-faced Warbler,Scotocercidae Abroscopus schisticeps,5
2700,10,B,20140703,Black-faced Warbler,Scotocercidae Abroscopus schisticeps,5
550,5,A,20140528,Yellow-bellied Warbler,Scotocercidae Abroscopus superciliaris,1
550,5,B,20140528,Yellow-bellied Warbler,Scotocercidae Abroscopus superciliaris,2
550,11,A,20140518,Yellow-bellied Warbler,Scotocercidae Abroscopus superciliaris,2
550,12,B,20140630,Yellow-bellied Warbler,Scotocercidae Abroscopus superciliaris,1
600,5,A,20140528,Yellow-bellied Warbler,Scotocercidae Abroscopus superciliaris,1
600,6,B,20140512,Yellow-bellied Warbler,Scotocercidae Abroscopus superciliaris,2
650,3,B,20140601,Yellow-bellied Warbler,Scotocercidae Abroscopus superciliaris,1
700,3,A,20140504,Yellow-bellied Warbler,Scotocercidae Abroscopus superciliaris,1
750,6,A,20140511,Yellow-bellied Warbler,Scotocercidae Abroscopus superciliaris,2
800,12,B,20140630,Yellow-bellied Warbler,Scotocercidae Abroscopus superciliaris,2
850,4,A,20140525,Yellow-bellied Warbler,Scotocercidae Abroscopus superciliaris,1
900,5,A,20140527,Yellow-bellied Warbler,Scotocercidae Abroscopus superciliaris,1
900,7,A,20140602,Yellow-bellied Warbler,Scotocercidae Abroscopus superciliaris,1
900,7,B,20140602,Yellow-bellied Warbler,Scotocercidae Abroscopus superciliaris,1
900,8,A,20140517,Yellow-bellied Warbler,Scotocercidae Abroscopus superciliaris,2
900,8,B,20140517,Yellow-bellied Warbler,Scotocercidae Abroscopus superciliaris,2
900,10,B,20140603,Yellow-bellied Warbler,Scotocercidae Abroscopus superciliaris,1
950,9,A,20140519,Yellow-bellied Warbler,Scotocercidae Abroscopus superciliaris,2
950,9,B,20140519,Yellow-bellied Warbler,Scotocercidae Abroscopus superciliaris,2
1000,5,B,20140527,Yellow-bellied Warbler,Scotocercidae Abroscopus superciliaris,1
1000,10,A,20140603,Yellow-bellied Warbler,Scotocercidae Abroscopus superciliaris,1
1000,10,B,20140603,Yellow-bellied Warbler,Scotocercidae Abroscopus superciliaris,1
1050,7,A,20140602,Yellow-bellied Warbler,Scotocercidae Abroscopus superciliaris,1
1050,10,B,20140603,Yellow-bellied Warbler,Scotocercidae Abroscopus superciliaris,1
2800,1,A,20120512,Humes Bush-warbler,Scotocercidae Horornis brunnescens,1
2800,8,B,20140522,Humes Bush-warbler,Scotocercidae Horornis brunnescens,1
2500,1,A,20120512,Grey-sided Bush-warbler,Scotocercidae Cettia brunnifrons,1
1950,1,A,20120517,Strong-footed Bush-warbler,Scotocercidae Horornis fortipes,1
1950,2,A,20120522,Strong-footed Bush-warbler,Scotocercidae Horornis fortipes,1
1950,9,A,20140701,Strong-footed Bush-warbler,Scotocercidae Horornis fortipes,1
1950,12,B,20140629,Strong-footed Bush-warbler,Scotocercidae Horornis fortipes,1
2000,7,B,20140610,Strong-footed Bush-warbler,Scotocercidae Horornis fortipes,1
2000,9,A,20140701,Strong-footed Bush-warbler,Scotocercidae Horornis fortipes,1
2100,2,B,20120520,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,1
2150,1,A,20120515,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,1
2150,1,B,20120515,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,1
2200,1,A,20120512,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,1
2200,1,B,20120512,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,1
2250,1,B,20120515,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,1
2250,6,A,20140523,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,1
2250,7,A,20140615,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,1
2250,9,A,20140701,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,1
2250,11,A,20140702,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,1
2250,11,B,20140702,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,1
2300,2,B,20120520,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,1
2300,4,A,20130516,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,1
2300,6,A,20140607,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,1
2300,6,B,20140607,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,1
2300,10,B,20140624,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,1
2300,11,A,20140702,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,1
2350,5,B,20130520,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,1
2350,6,A,20140523,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,2
2350,6,B,20140523,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,2
2350,7,A,20140615,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,1
2350,7,B,20140615,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,1
2350,9,A,20140626,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,1
2350,11,A,20140702,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,1
2350,11,B,20140702,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,1
2400,1,A,20120512,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,2
2400,1,B,20120512,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,1
2400,3,A,20130506,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,1
2400,3,B,20130506,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,1
2400,4,A,20130515,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,1
2400,4,B,20130515,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,1
2400,5,A,20130507,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,2
2400,5,B,20130507,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,2
2400,7,A,20140615,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,1
2400,11,A,20140702,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,1
2450,1,A,20120515,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,2
2450,1,B,20120515,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,4
2450,2,A,20120522,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,1
2450,2,B,20120522,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,1
2450,3,A,20130515,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,2
2450,3,B,20130515,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,2
2450,5,B,20130509,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,1
2450,6,A,20140523,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,1
2450,6,B,20140523,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,1
2450,7,B,20140616,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,1
2450,8,A,20140522,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,2
2450,8,B,20140522,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,1
2450,12,A,20140702,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,1
2500,4,A,20130516,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,1
2500,4,B,20130516,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,1
2500,5,A,20130507,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,1
2500,8,A,20140522,Chestnut-headed Tesia,Scotocercidae Cettia castaneocoronata,2
