Elevation,Set,Transect,Date,CommonName,ScientificName,Counts
2100,3,A,20120131,Eurasian Sparrowhawk,Accipitridae Accipiter nisus,1
2450,3,B,20120201,Eurasian Sparrowhawk,Accipitridae Accipiter nisus,1
2650,1,A,20120118,Eurasian Sparrowhawk,Accipitridae Accipiter nisus,1
1450,7,A,20130117,Crested Goshawk,Accipitridae Accipiter trivirgatus,1
2050,5,A,20120211,Besra Sparrowhawk,Accipitridae Accipiter virgatus,1
2350,4,A,20120213,Besra Sparrowhawk,Accipitridae Accipiter virgatus,1
2650,3,A,20120201,Himalayan Buzzard,Accipitridae Buteo refectus,1
2650,2,B,20120123,Himalayan Buzzard,Accipitridae Buteo refectus,3
700,6,B,20120220,Black Eagle,Accipitridae Ictinaetus malaiensis,1
1250,2,A,20120125,Black Eagle,Accipitridae Ictinaetus malaiensis,1
1350,1,A,20120126,Black Eagle,Accipitridae Ictinaetus malaiensis,1
1450,5,A,20120216,Black Eagle,Accipitridae Ictinaetus malaiensis,1
1450,7,A,20130117,Black Eagle,Accipitridae Ictinaetus malaiensis,1
1550,1,B,20120126,Black Eagle,Accipitridae Ictinaetus malaiensis,1
1800,6,A,20120214,Black Eagle,Accipitridae Ictinaetus malaiensis,1
1950,11,B,20130212,Black Eagle,Accipitridae Ictinaetus malaiensis,1
1450,8,A,20130121,Black Eagle,Accipitridae Ictinaetus malaiensis,2
1450,9,A,20130312,Black Eagle,Accipitridae Ictinaetus malaiensis,2
1450,10,A,20130215,Black Eagle,Accipitridae Ictinaetus malaiensis,2
1450,10,B,20130215,Black Eagle,Accipitridae Ictinaetus malaiensis,2
2300,3,A,20120131,Rufous-bellied Eagle,Accipitridae Lophotriorchis kienerii,1
1000,12,B,20130312,Mountain Hawk-Eagle,Accipitridae Nisaetus nipalensis,1
1150,7,A,20130117,Mountain Hawk-Eagle,Accipitridae Nisaetus nipalensis,1
2250,8,B,20130119,Mountain Hawk-Eagle,Accipitridae Nisaetus nipalensis,1
2250,11,A,20130212,Mountain Hawk-Eagle,Accipitridae Nisaetus nipalensis,1
2300,9,A,20130122,Mountain Hawk-Eagle,Accipitridae Nisaetus nipalensis,1
1700,4,A,20120204,Mountain Hawk-Eagle,Accipitridae Nisaetus nipalensis,2
2100,7,B,20130114,Mountain Hawk-Eagle,Accipitridae Nisaetus nipalensis,2
750,7,A,20130117,Oriental Honey-Buzzard,Accipitridae Pernis ptilorhynchus,0
700,3,A,20120130,Oriental Honey-Buzzard,Accipitridae Pernis ptilorhynchus,1
1250,1,A,20120126,Oriental Honey-Buzzard,Accipitridae Pernis ptilorhynchus,2
1250,1,B,20120126,Oriental Honey-Buzzard,Accipitridae Pernis ptilorhynchus,2
600,4,A,20120203,Crested Serpent-Eagle,Accipitridae Spilornis cheela,1
650,12,A,20130313,Crested Serpent-Eagle,Accipitridae Spilornis cheela,1
800,11,A,20130313,Crested Serpent-Eagle,Accipitridae Spilornis cheela,1
900,8,A,20130128,Crested Serpent-Eagle,Accipitridae Spilornis cheela,1
600,11,A,20130313,Crested Serpent-Eagle,Accipitridae Spilornis cheela,2
750,7,A,20130117,Crested Serpent-Eagle,Accipitridae Spilornis cheela,2
1200,8,A,20130128,Red-headed Tit,Aegithalidae Aegithalos concinnus,11
950,6,A,20120218,Red-headed Tit,Aegithalidae Aegithalos concinnus,14
1300,6,A,20120220,Red-headed Tit,Aegithalidae Aegithalos concinnus,15
1300,6,B,20120220,Red-headed Tit,Aegithalidae Aegithalos concinnus,15
1950,11,A,20130212,Red-headed Tit,Aegithalidae Aegithalos concinnus,15
1200,11,A,20130219,Red-headed Tit,Aegithalidae Aegithalos concinnus,20
1750,12,A,20130220,Red-headed Tit,Aegithalidae Aegithalos concinnus,20
1950,7,A,20130116,Red-headed Tit,Aegithalidae Aegithalos concinnus,20
1800,10,A,20130207,Red-headed Tit,Aegithalidae Aegithalos concinnus,28
1800,10,B,20130207,Red-headed Tit,Aegithalidae Aegithalos concinnus,28
2400,1,A,20120113,Rufous-fronted Tit,Aegithalidae Aegithalos iouschistos,12
2050,3,A,20120201,Rufous-fronted Tit,Aegithalidae Aegithalos iouschistos,17
2350,2,B,20120123,Rufous-fronted Tit,Aegithalidae Aegithalos iouschistos,17
650,1,B,20120126,Rufous-necked Hornbill,Bucerotidae Aceros nipalensis,1
700,9,A,20130227,Rufous-necked Hornbill,Bucerotidae Aceros nipalensis,1
700,10,B,20130209,Rufous-necked Hornbill,Bucerotidae Aceros nipalensis,1
850,10,A,20130303,Rufous-necked Hornbill,Bucerotidae Aceros nipalensis,1
1300,1,A,20120120,Rufous-necked Hornbill,Bucerotidae Aceros nipalensis,1
1300,4,A,20120203,Rufous-necked Hornbill,Bucerotidae Aceros nipalensis,1
1650,5,A,20120211,Rufous-necked Hornbill,Bucerotidae Aceros nipalensis,1
2000,8,B,20130118,Rufous-necked Hornbill,Bucerotidae Aceros nipalensis,1
700,2,A,20120124,Rufous-necked Hornbill,Bucerotidae Aceros nipalensis,2
700,4,B,20120203,Rufous-necked Hornbill,Bucerotidae Aceros nipalensis,2
1250,12,A,20130313,Rufous-necked Hornbill,Bucerotidae Aceros nipalensis,2
1500,12,A,20130312,Rufous-necked Hornbill,Bucerotidae Aceros nipalensis,2
650,3,A,20120202,Great Hornbill,Bucerotidae Buceros bicornis,1
700,12,A,20130312,Wreathed Hornbill,Bucerotidae Rhyticeros undulatus,1
550,6,A,20120218,Black-winged Cuckooshrike,Campephagidae Lalage melaschistos,1
900,4,B,20120203,Black-winged Cuckooshrike,Campephagidae Lalage melaschistos,1
800,2,A,20120124,Black-winged Cuckooshrike,Campephagidae Lalage melaschistos,2
850,8,A,20130302,Black-winged Cuckooshrike,Campephagidae Lalage melaschistos,2
850,8,B,20130302,Black-winged Cuckooshrike,Campephagidae Lalage melaschistos,2
900,2,B,20120124,Black-winged Cuckooshrike,Campephagidae Lalage melaschistos,2
1550,8,A,20130121,Black-winged Cuckooshrike,Campephagidae Lalage melaschistos,2
500,8,B,20130228,Short-billed Minivet,Campephagidae Pericrocotus brevirostris,3
1400,9,A,20130227,Short-billed Minivet,Campephagidae Pericrocotus brevirostris,3
1150,6,B,20120218,Short-billed Minivet,Campephagidae Pericrocotus brevirostris,4
2100,2,A,20120122,Short-billed Minivet,Campephagidae Pericrocotus brevirostris,13
1050,6,A,20120218,Short-billed Minivet,Campephagidae Pericrocotus brevirostris,20
1400,10,A,20130208,Short-billed Minivet,Campephagidae Pericrocotus brevirostris,30
1200,4,A,20120203,Long-tailed Minivet,Campephagidae Pericrocotus ethologus,3
1200,4,B,20120203,Long-tailed Minivet,Campephagidae Pericrocotus ethologus,3
500,11,A,20130313,Scarlet Minivet,Campephagidae Pericrocotus flammeus,2
650,3,A,20120202,Scarlet Minivet,Campephagidae Pericrocotus flammeus,2
1100,12,A,20130312,Scarlet Minivet,Campephagidae Pericrocotus flammeus,2
1100,12,B,20130312,Scarlet Minivet,Campephagidae Pericrocotus flammeus,2
700,12,A,20130312,Scarlet Minivet,Campephagidae Pericrocotus flammeus,5
550,3,A,20120219,Scarlet Minivet,Campephagidae Pericrocotus flammeus,6
550,3,B,20120219,Scarlet Minivet,Campephagidae Pericrocotus flammeus,6
850,2,A,20120125,Scarlet Minivet,Campephagidae Pericrocotus flammeus,7
1000,8,A,20130120,Scarlet Minivet,Campephagidae Pericrocotus flammeus,7
550,2,A,20120125,Scarlet Minivet,Campephagidae Pericrocotus flammeus,9
1250,8,B,20130121,Scarlet Minivet,Campephagidae Pericrocotus flammeus,9
700,11,A,20130313,Scarlet Minivet,Campephagidae Pericrocotus flammeus,10
500,1,B,20120219,Scarlet Minivet,Campephagidae Pericrocotus flammeus,12
750,7,A,20130117,Scarlet Minivet,Campephagidae Pericrocotus flammeus,12
550,8,A,20130227,Scarlet Minivet,Campephagidae Pericrocotus flammeus,14
700,7,A,20130117,Scarlet Minivet,Campephagidae Pericrocotus flammeus,14
500,4,A,20120203,Scarlet Minivet,Campephagidae Pericrocotus flammeus,15
1250,2,B,20120125,Grey-chinned Minivet,Campephagidae Pericrocotus solaris,1
1250,8,B,20130121,Grey-chinned Minivet,Campephagidae Pericrocotus solaris,2
1350,10,A,20130215,Grey-chinned Minivet,Campephagidae Pericrocotus solaris,2
1350,10,B,20130215,Grey-chinned Minivet,Campephagidae Pericrocotus solaris,2
1450,12,A,20130313,Grey-chinned Minivet,Campephagidae Pericrocotus solaris,2
1450,12,B,20130313,Grey-chinned Minivet,Campephagidae Pericrocotus solaris,2
2100,12,A,20130226,Grey-chinned Minivet,Campephagidae Pericrocotus solaris,2
2050,7,A,20130116,Grey-chinned Minivet,Campephagidae Pericrocotus solaris,3
1400,9,A,20130227,Grey-chinned Minivet,Campephagidae Pericrocotus solaris,4
1700,10,A,20130207,Grey-chinned Minivet,Campephagidae Pericrocotus solaris,4
1500,10,A,20130208,Grey-chinned Minivet,Campephagidae Pericrocotus solaris,8
1600,8,A,20130304,Grey-chinned Minivet,Campephagidae Pericrocotus solaris,10
1600,8,B,20130304,Grey-chinned Minivet,Campephagidae Pericrocotus solaris,10
1750,10,A,20130214,Grey-chinned Minivet,Campephagidae Pericrocotus solaris,15
1750,10,B,20130214,Grey-chinned Minivet,Campephagidae Pericrocotus solaris,15
1600,4,B,20120203,Grey-chinned Minivet,Campephagidae Pericrocotus solaris,40
1300,7,A,20130115,Brown-throated Treecreeper,Certhiidae Certhia discolor,1
1300,7,B,20130115,Brown-throated Treecreeper,Certhiidae Certhia discolor,1
1600,9,A,20130214,Brown-throated Treecreeper,Certhiidae Certhia discolor,1
2050,7,A,20130116,Brown-throated Treecreeper,Certhiidae Certhia discolor,2
1050,9,A,20130123,Brown-throated Treecreeper,Certhiidae Certhia discolor,3
700,8,A,20130128,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,1
800,7,A,20130115,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,1
1150,3,B,20120202,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,1
1300,5,B,20120217,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,1
1300,10,B,20130208,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,1
1400,8,B,20130120,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,1
1500,4,B,20120203,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,1
1500,10,A,20130208,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,1
1550,3,A,20120202,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,1
1600,4,B,20120203,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,1
1600,5,B,20120217,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,1
1600,11,A,20130219,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,1
1650,1,B,20120118,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,1
1650,3,B,20120201,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,1
1800,1,B,20120119,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,1
1800,6,A,20120214,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,1
1800,6,B,20120214,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,1
1800,8,A,20130118,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,1
1850,7,A,20130216,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,1
1850,8,B,20130119,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,1
1850,11,B,20130212,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,1
1900,2,A,20120122,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,1
1900,7,A,20130114,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,1
1900,9,A,20130122,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,1
1900,9,B,20130122,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,1
2100,6,A,20120214,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,1
500,11,A,20130313,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,2
500,12,B,20130312,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,2
650,7,B,20130117,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,2
700,3,B,20120130,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,2
850,12,A,20130313,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,2
850,12,B,20130313,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,2
1350,4,B,20120212,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,2
1600,2,B,20120124,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,2
1700,4,B,20120204,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,2
1700,5,B,20120209,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,2
1700,7,B,20130114,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,2
1750,4,B,20120213,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,2
1750,10,A,20130214,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,2
1750,10,B,20130214,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,2
1800,1,A,20120119,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,2
1800,7,A,20130114,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,2
1800,10,A,20130207,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,2
1800,12,B,20130226,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,2
1850,9,A,20130214,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,2
1900,8,B,20130118,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,2
2000,7,B,20130114,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,2
650,5,B,20120216,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,3
650,6,A,20120218,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,3
700,7,A,20130117,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,3
750,6,B,20120218,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,3
800,6,A,20120220,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,3
800,6,B,20120220,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,3
1300,5,A,20120217,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,3
1450,4,A,20120212,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,3
1600,4,A,20120203,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,3
1850,6,B,20120206,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,3
1950,5,A,20120211,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,3
1950,5,B,20120211,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,3
550,3,A,20120219,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,4
550,3,B,20120219,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,4
1250,3,A,20120202,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,4
1700,5,A,20120209,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,4
1850,5,A,20120211,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,4
650,2,B,20120125,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,5
1850,5,B,20120211,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,5
650,5,A,20120216,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,6
650,8,A,20130302,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,7
650,1,A,20120126,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,8
650,2,A,20120125,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,8
650,4,A,20120212,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,8
650,4,B,20120212,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,8
650,3,A,20120202,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,10
650,3,B,20120202,Orange-bellied Leafbird,Chloropseidae Chloropsis hardwickii,10
500,8,A,20130228,Common Tailorbird,Cisticolidae Orthotomus sutorius,1
700,12,A,20130312,Common Tailorbird,Cisticolidae Orthotomus sutorius,1
800,12,A,20130312,Common Tailorbird,Cisticolidae Orthotomus sutorius,1
800,7,A,20130115,Common Tailorbird,Cisticolidae Orthotomus sutorius,2
950,3,A,20120202,Black-throated Prinia,Cisticolidae Prinia atrogularis,2
950,3,B,20120202,Black-throated Prinia,Cisticolidae Prinia atrogularis,2
1300,2,B,20120124,Black-throated Prinia,Cisticolidae Prinia atrogularis,2
700,12,A,20130312,Emerald Dove,Columbidae Chalcophaps indica,1
750,9,A,20130123,Emerald Dove,Columbidae Chalcophaps indica,1
1100,3,B,20120130,Emerald Dove,Columbidae Chalcophaps indica,1
1300,2,A,20120124,Emerald Dove,Columbidae Chalcophaps indica,1
1350,5,A,20120216,Emerald Dove,Columbidae Chalcophaps indica,1
1550,1,A,20120126,Emerald Dove,Columbidae Chalcophaps indica,1
1600,1,A,20120128,Emerald Dove,Columbidae Chalcophaps indica,1
750,1,A,20120126,Emerald Dove,Columbidae Chalcophaps indica,2
650,1,B,20120126,Mountain Imperial-pigeon,Columbidae Ducula badia,1
800,6,B,20120220,Mountain Imperial-pigeon,Columbidae Ducula badia,1
900,2,B,20120124,Mountain Imperial-pigeon,Columbidae Ducula badia,1
1500,6,A,20120220,Mountain Imperial-pigeon,Columbidae Ducula badia,1
1550,9,A,20130312,Mountain Imperial-pigeon,Columbidae Ducula badia,1
1550,9,B,20130312,Mountain Imperial-pigeon,Columbidae Ducula badia,1
650,2,B,20120125,Mountain Imperial-pigeon,Columbidae Ducula badia,2
750,4,A,20120212,Mountain Imperial-pigeon,Columbidae Ducula badia,2
750,4,B,20120212,Mountain Imperial-pigeon,Columbidae Ducula badia,2
850,6,A,20120218,Mountain Imperial-pigeon,Columbidae Ducula badia,2
950,2,A,20120125,Mountain Imperial-pigeon,Columbidae Ducula badia,2
1200,7,A,20130115,Mountain Imperial-pigeon,Columbidae Ducula badia,2
1550,6,B,20120206,Mountain Imperial-pigeon,Columbidae Ducula badia,2
1650,9,A,20130214,Mountain Imperial-pigeon,Columbidae Ducula badia,2
1700,12,A,20130226,Mountain Imperial-pigeon,Columbidae Ducula badia,2
1750,12,A,20130220,Mountain Imperial-pigeon,Columbidae Ducula badia,2
1750,12,B,20130220,Mountain Imperial-pigeon,Columbidae Ducula badia,2
850,4,B,20120212,Mountain Imperial-pigeon,Columbidae Ducula badia,3
1450,9,A,20130312,Mountain Imperial-pigeon,Columbidae Ducula badia,3
1800,12,A,20130226,Mountain Imperial-pigeon,Columbidae Ducula badia,3
1800,12,B,20130226,Mountain Imperial-pigeon,Columbidae Ducula badia,3
650,4,A,20120212,Mountain Imperial-pigeon,Columbidae Ducula badia,4
650,4,B,20120212,Mountain Imperial-pigeon,Columbidae Ducula badia,4
1050,10,A,20130215,Mountain Imperial-pigeon,Columbidae Ducula badia,5
1100,9,A,20130227,Barred Cuckoo-Dove,Columbidae Macropygia unchall,1
1450,10,A,20130215,Barred Cuckoo-Dove,Columbidae Macropygia unchall,1
1600,1,A,20120128,Barred Cuckoo-Dove,Columbidae Macropygia unchall,1
1650,3,A,20120201,Barred Cuckoo-Dove,Columbidae Macropygia unchall,1
2200,7,B,20130114,Barred Cuckoo-Dove,Columbidae Macropygia unchall,1
650,2,A,20120125,Barred Cuckoo-Dove,Columbidae Macropygia unchall,2
900,3,A,20120130,Barred Cuckoo-Dove,Columbidae Macropygia unchall,2
1650,2,B,20120123,Barred Cuckoo-Dove,Columbidae Macropygia unchall,2
1650,4,A,20120213,Barred Cuckoo-Dove,Columbidae Macropygia unchall,2
1700,6,B,20120214,Barred Cuckoo-Dove,Columbidae Macropygia unchall,2
2200,2,A,20120122,Barred Cuckoo-Dove,Columbidae Macropygia unchall,2
2300,11,B,20130210,Barred Cuckoo-Dove,Columbidae Macropygia unchall,2
2450,9,A,20130216,Barred Cuckoo-Dove,Columbidae Macropygia unchall,2
800,5,A,20120217,Barred Cuckoo-Dove,Columbidae Macropygia unchall,4
2250,7,B,20130116,Barred Cuckoo-Dove,Columbidae Macropygia unchall,4
2400,9,A,20130122,Barred Cuckoo-Dove,Columbidae Macropygia unchall,4
2250,8,A,20130119,Barred Cuckoo-Dove,Columbidae Macropygia unchall,6
2250,8,B,20130119,Barred Cuckoo-Dove,Columbidae Macropygia unchall,6
2250,11,A,20130212,Barred Cuckoo-Dove,Columbidae Macropygia unchall,9
1750,9,A,20130214,Wedge-tailed Green-pigeon,Columbidae Treron sphenurus,1
1200,8,A,20130128,Wedge-tailed Green-pigeon,Columbidae Treron sphenurus,2
1200,8,B,20130128,Wedge-tailed Green-pigeon,Columbidae Treron sphenurus,2
600,12,A,20130312,Common Green-Magpie,Corvidae Cissa chinensis,1
1000,3,A,20120130,Common Green-Magpie,Corvidae Cissa chinensis,1
1050,8,A,20130121,Common Green-Magpie,Corvidae Cissa chinensis,1
1700,10,A,20130207,Common Green-Magpie,Corvidae Cissa chinensis,1
700,2,B,20120124,Common Green-Magpie,Corvidae Cissa chinensis,2
750,1,A,20120126,Common Green-Magpie,Corvidae Cissa chinensis,2
1000,11,A,20130219,Common Green-Magpie,Corvidae Cissa chinensis,2
1200,2,A,20120124,Common Green-Magpie,Corvidae Cissa chinensis,2
1300,10,B,20130208,Common Green-Magpie,Corvidae Cissa chinensis,2
1450,7,A,20130117,Common Green-Magpie,Corvidae Cissa chinensis,2
750,2,A,20120219,Common Green-Magpie,Corvidae Cissa chinensis,3
900,3,A,20120130,Grey Treepie,Corvidae Dendrocitta formosae,1
1100,8,B,20130120,Grey Treepie,Corvidae Dendrocitta formosae,1
800,3,A,20120130,Grey Treepie,Corvidae Dendrocitta formosae,2
850,12,A,20130313,Grey Treepie,Corvidae Dendrocitta formosae,2
750,3,A,20120202,Grey Treepie,Corvidae Dendrocitta formosae,2
850,5,A,20120216,Collared Treepie,Corvidae Dendrocitta frontalis,1
800,5,B,20120217,Collared Treepie,Corvidae Dendrocitta frontalis,2
850,5,B,20120216,Collared Treepie,Corvidae Dendrocitta frontalis,2
850,6,B,20120218,Collared Treepie,Corvidae Dendrocitta frontalis,2
2750,8,B,20130119,Spotted Nutcracker,Corvidae Nucifraga caryocatactes,1
2800,4,B,20120204,Spotted Nutcracker,Corvidae Nucifraga caryocatactes,1
2650,12,A,20130225,Spotted Nutcracker,Corvidae Nucifraga caryocatactes,2
2750,10,A,20130213,Spotted Nutcracker,Corvidae Nucifraga caryocatactes,2
2750,11,B,20130212,Spotted Nutcracker,Corvidae Nucifraga caryocatactes,2
2800,6,A,20120205,Yellow-billed Blue-Magpie,Corvidae Urocissa flavirostris,1
2650,2,B,20120123,Yellow-billed Blue-Magpie,Corvidae Urocissa flavirostris,2
2650,3,A,20120201,Yellow-billed Blue-Magpie,Corvidae Urocissa flavirostris,2
2700,4,B,20120204,Yellow-billed Blue-Magpie,Corvidae Urocissa flavirostris,2
2750,2,A,20120123,Yellow-billed Blue-Magpie,Corvidae Urocissa flavirostris,2
2750,5,B,20120209,Yellow-billed Blue-Magpie,Corvidae Urocissa flavirostris,2
2800,3,B,20120121,Yellow-billed Blue-Magpie,Corvidae Urocissa flavirostris,2
850,6,A,20120218,Plaintive Cuckoo,Cuculidae Cacomantis merulinus,1
700,12,B,20130312,Banded-Bay Cuckoo,Cuculidae Cacomantis sonneratii,1
900,12,B,20130312,Large Hawk-Cuckoo,Cuculidae Hierococcyx sparverioides,1
950,11,A,20130228,Large Hawk-Cuckoo,Cuculidae Hierococcyx sparverioides,1
1250,12,A,20130313,Large Hawk-Cuckoo,Cuculidae Hierococcyx sparverioides,1
1350,12,A,20130313,Large Hawk-Cuckoo,Cuculidae Hierococcyx sparverioides,1
1950,1,A,20120118,Large Hawk-Cuckoo,Cuculidae Hierococcyx sparverioides,1
2100,8,A,20130118,Large Hawk-Cuckoo,Cuculidae Hierococcyx sparverioides,1
650,9,B,20130123,Green-billed Malkoha,Cuculidae Phaenicophaeus tristis,1
1700,10,B,20130207,Fire-breasted Flowerpecker,Dicaeidae Dicaeum ignipectus,1
1750,11,A,20130212,Fire-breasted Flowerpecker,Dicaeidae Dicaeum ignipectus,1
1750,12,B,20130220,Fire-breasted Flowerpecker,Dicaeidae Dicaeum ignipectus,1
1900,8,A,20130118,Fire-breasted Flowerpecker,Dicaeidae Dicaeum ignipectus,1
1900,8,B,20130118,Fire-breasted Flowerpecker,Dicaeidae Dicaeum ignipectus,1
1900,9,B,20130122,Fire-breasted Flowerpecker,Dicaeidae Dicaeum ignipectus,1
2050,6,A,20120215,Fire-breasted Flowerpecker,Dicaeidae Dicaeum ignipectus,1
2050,7,A,20130116,Fire-breasted Flowerpecker,Dicaeidae Dicaeum ignipectus,1
2050,8,A,20130119,Fire-breasted Flowerpecker,Dicaeidae Dicaeum ignipectus,1
2100,7,A,20130114,Fire-breasted Flowerpecker,Dicaeidae Dicaeum ignipectus,1
2100,7,B,20130114,Fire-breasted Flowerpecker,Dicaeidae Dicaeum ignipectus,1
2150,2,A,20120123,Fire-breasted Flowerpecker,Dicaeidae Dicaeum ignipectus,1
2150,3,B,20120201,Fire-breasted Flowerpecker,Dicaeidae Dicaeum ignipectus,1
2150,5,A,20120211,Fire-breasted Flowerpecker,Dicaeidae Dicaeum ignipectus,1
2150,5,B,20120211,Fire-breasted Flowerpecker,Dicaeidae Dicaeum ignipectus,1
2150,6,A,20120215,Fire-breasted Flowerpecker,Dicaeidae Dicaeum ignipectus,1
2150,7,A,20130116,Fire-breasted Flowerpecker,Dicaeidae Dicaeum ignipectus,1
2150,8,B,20130119,Fire-breasted Flowerpecker,Dicaeidae Dicaeum ignipectus,1
2150,11,B,20130212,Fire-breasted Flowerpecker,Dicaeidae Dicaeum ignipectus,1
2200,12,A,20130226,Fire-breasted Flowerpecker,Dicaeidae Dicaeum ignipectus,1
2350,11,B,20130212,Fire-breasted Flowerpecker,Dicaeidae Dicaeum ignipectus,1
2050,2,B,20120123,Fire-breasted Flowerpecker,Dicaeidae Dicaeum ignipectus,2
2050,7,B,20130116,Fire-breasted Flowerpecker,Dicaeidae Dicaeum ignipectus,2
2050,8,B,20130119,Fire-breasted Flowerpecker,Dicaeidae Dicaeum ignipectus,2
2050,10,A,20130213,Fire-breasted Flowerpecker,Dicaeidae Dicaeum ignipectus,2
2050,11,A,20130212,Fire-breasted Flowerpecker,Dicaeidae Dicaeum ignipectus,2
2050,11,B,20130212,Fire-breasted Flowerpecker,Dicaeidae Dicaeum ignipectus,2
2100,10,A,20130207,Fire-breasted Flowerpecker,Dicaeidae Dicaeum ignipectus,2
2100,11,B,20130210,Fire-breasted Flowerpecker,Dicaeidae Dicaeum ignipectus,2
2150,12,A,20130225,Fire-breasted Flowerpecker,Dicaeidae Dicaeum ignipectus,2
2250,7,A,20130116,Fire-breasted Flowerpecker,Dicaeidae Dicaeum ignipectus,2
2050,12,A,20130225,Fire-breasted Flowerpecker,Dicaeidae Dicaeum ignipectus,3
2100,12,B,20130226,Fire-breasted Flowerpecker,Dicaeidae Dicaeum ignipectus,4
2150,9,A,20130311,Fire-breasted Flowerpecker,Dicaeidae Dicaeum ignipectus,4
2150,9,B,20130311,Fire-breasted Flowerpecker,Dicaeidae Dicaeum ignipectus,4
2050,10,B,20130213,Fire-breasted Flowerpecker,Dicaeidae Dicaeum ignipectus,6
500,12,B,20130312,Bronzed Drongo,Dicruridae Dicrurus aeneus,1
