Elevation,Set,Transect,Date,CommonName,ScientificName,Counts
2350,6,B,20120215,White-browed Bush-robin,Muscicapidae Tarsiger indicus,1
2350,8,A,20130119,White-browed Bush-robin,Muscicapidae Tarsiger indicus,1
2350,9,A,20130216,White-browed Bush-robin,Muscicapidae Tarsiger indicus,1
2350,11,A,20130212,White-browed Bush-robin,Muscicapidae Tarsiger indicus,1
2400,8,B,20130118,White-browed Bush-robin,Muscicapidae Tarsiger indicus,1
2400,9,A,20130122,White-browed Bush-robin,Muscicapidae Tarsiger indicus,1
2400,12,B,20130226,White-browed Bush-robin,Muscicapidae Tarsiger indicus,1
2450,1,A,20120118,White-browed Bush-robin,Muscicapidae Tarsiger indicus,1
2450,1,B,20120118,White-browed Bush-robin,Muscicapidae Tarsiger indicus,1
2500,2,A,20120122,White-browed Bush-robin,Muscicapidae Tarsiger indicus,1
2500,3,B,20120131,White-browed Bush-robin,Muscicapidae Tarsiger indicus,1
2550,8,B,20130119,White-browed Bush-robin,Muscicapidae Tarsiger indicus,1
2600,1,A,20120113,White-browed Bush-robin,Muscicapidae Tarsiger indicus,1
2600,1,B,20120113,White-browed Bush-robin,Muscicapidae Tarsiger indicus,1
2650,3,A,20120201,White-browed Bush-robin,Muscicapidae Tarsiger indicus,1
2700,9,B,20130122,White-browed Bush-robin,Muscicapidae Tarsiger indicus,1
2750,1,A,20120118,White-browed Bush-robin,Muscicapidae Tarsiger indicus,1
2750,2,A,20120123,White-browed Bush-robin,Muscicapidae Tarsiger indicus,1
2750,4,B,20120208,White-browed Bush-robin,Muscicapidae Tarsiger indicus,1
2750,6,B,20120215,White-browed Bush-robin,Muscicapidae Tarsiger indicus,1
2750,11,B,20130212,White-browed Bush-robin,Muscicapidae Tarsiger indicus,1
2800,1,A,20120113,White-browed Bush-robin,Muscicapidae Tarsiger indicus,1
2800,1,B,20120113,White-browed Bush-robin,Muscicapidae Tarsiger indicus,1
2800,4,B,20120204,White-browed Bush-robin,Muscicapidae Tarsiger indicus,1
2800,5,B,20120210,White-browed Bush-robin,Muscicapidae Tarsiger indicus,1
2800,6,A,20120205,White-browed Bush-robin,Muscicapidae Tarsiger indicus,1
2800,6,B,20120205,White-browed Bush-robin,Muscicapidae Tarsiger indicus,1
2800,8,B,20130118,White-browed Bush-robin,Muscicapidae Tarsiger indicus,1
2800,9,A,20130304,White-browed Bush-robin,Muscicapidae Tarsiger indicus,1
2350,5,B,20120211,White-browed Bush-robin,Muscicapidae Tarsiger indicus,2
2400,4,B,20120204,White-browed Bush-robin,Muscicapidae Tarsiger indicus,2
2400,11,B,20130210,White-browed Bush-robin,Muscicapidae Tarsiger indicus,2
2750,9,B,20130216,White-browed Bush-robin,Muscicapidae Tarsiger indicus,2
2800,2,A,20120122,White-browed Bush-robin,Muscicapidae Tarsiger indicus,2
2800,2,B,20120122,White-browed Bush-robin,Muscicapidae Tarsiger indicus,2
850,5,A,20120216,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
900,3,A,20120130,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
900,6,A,20120220,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
900,6,B,20120220,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
950,1,A,20120126,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1100,4,A,20120203,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1100,4,B,20120203,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1150,5,A,20120216,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1150,6,A,20120218,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1200,6,A,20120220,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1200,6,B,20120220,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1250,3,A,20120202,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1250,3,B,20120202,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1300,2,A,20120124,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1300,3,A,20120130,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1300,3,B,20120130,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1300,4,B,20120203,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1300,10,B,20130208,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1350,2,A,20120125,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1350,3,A,20120202,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1350,4,B,20120212,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1350,6,B,20120218,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1400,2,B,20120124,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1400,4,A,20120203,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1400,4,B,20120203,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1400,5,B,20120217,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1400,10,A,20130208,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1400,10,B,20130208,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1450,1,A,20120126,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1450,3,B,20120202,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1500,3,B,20120121,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1500,4,B,20120203,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1500,6,A,20120220,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1500,6,B,20120220,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1500,7,A,20130115,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1550,2,A,20120125,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1550,2,B,20120125,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1550,3,A,20120202,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1550,3,B,20120202,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1550,4,B,20120212,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1550,6,A,20120206,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1600,1,A,20120128,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1600,4,A,20120203,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1600,4,B,20120203,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1700,4,B,20120204,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1700,6,A,20120214,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1700,12,A,20130226,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1750,2,A,20120123,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1750,2,B,20120123,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1750,6,B,20120206,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1750,7,A,20130216,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1750,12,A,20130220,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1800,1,B,20120119,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1800,4,B,20120204,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1800,6,A,20120214,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1800,6,B,20120214,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1800,7,B,20130114,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1800,12,B,20130226,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1850,3,A,20120201,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1850,8,A,20130119,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1850,11,A,20130212,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1900,1,A,20120119,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1900,1,B,20120119,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1900,3,A,20120121,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1900,6,B,20120214,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1950,1,A,20120118,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1950,4,B,20120213,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1950,5,B,20120211,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1950,11,A,20130212,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
2000,4,A,20120204,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
2000,6,A,20120214,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
2050,2,A,20120123,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
2050,3,A,20120201,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
2050,4,A,20120213,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
2100,3,B,20120131,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
2100,4,A,20120204,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
2150,5,B,20120211,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
2200,2,A,20120122,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
2200,2,B,20120122,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
2200,3,A,20120131,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
2200,5,B,20120210,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
2200,6,B,20120214,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
2200,10,A,20130207,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
2250,5,A,20120211,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
2250,6,B,20120215,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
2250,9,A,20130216,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
2300,2,A,20120122,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
2300,4,A,20120204,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
2300,5,B,20120210,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
2350,5,A,20120211,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
2350,5,B,20120211,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
2350,11,B,20130212,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
2400,4,B,20120204,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
2400,7,A,20130114,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
2400,7,B,20130114,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
2450,4,A,20120213,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
2450,4,B,20120213,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
2450,5,B,20120209,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
2500,6,A,20120205,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
2550,4,B,20120213,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
2550,6,A,20120215,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
2550,6,B,20120215,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
2600,4,B,20120204,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
2600,6,A,20120205,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
2650,3,A,20120201,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
2750,5,A,20120209,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
2800,6,A,20120205,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,1
1350,4,A,20120212,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,2
1400,3,A,20120130,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,2
1500,1,A,20120120,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,2
1500,4,A,20120203,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,2
1550,6,B,20120206,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,2
1600,6,A,20120220,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,2
1650,5,B,20120211,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,2
1700,2,B,20120122,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,2
1700,5,A,20120209,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,2
1750,6,A,20120206,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,2
1800,3,A,20120121,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,2
1900,6,A,20120214,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,2
1950,4,A,20120213,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,2
2000,8,A,20130118,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,2
2100,4,B,20120204,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,2
2200,6,A,20120214,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,2
2350,11,A,20130212,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,2
2400,1,A,20120113,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,2
2500,6,B,20120205,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,2
2550,4,A,20120213,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,2
2650,9,A,20130216,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,2
2650,9,B,20130216,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,2
2700,3,A,20120121,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,2
2350,2,A,20120123,Himalayan-red-flanked Bush-robin,Muscicapidae Tarsiger rufilatus,3
1450,4,A,20120212,Gould's Sunbird,Nectariniidae Aethopyga gouldiae,1
1450,6,B,20120218,Gould's Sunbird,Nectariniidae Aethopyga gouldiae,1
1450,8,A,20130121,Gould's Sunbird,Nectariniidae Aethopyga gouldiae,1
1500,6,A,20120220,Gould's Sunbird,Nectariniidae Aethopyga gouldiae,1
1700,9,A,20130122,Gould's Sunbird,Nectariniidae Aethopyga gouldiae,1
1750,8,B,20130119,Gould's Sunbird,Nectariniidae Aethopyga gouldiae,1
2800,11,B,20130311,Gould's Sunbird,Nectariniidae Aethopyga gouldiae,1
1450,6,A,20120218,Gould's Sunbird,Nectariniidae Aethopyga gouldiae,2
1300,1,B,20120120,Gould's Sunbird,Nectariniidae Aethopyga gouldiae,4
2600,9,A,20130311,Fire-tailed Sunbird,Nectariniidae Aethopyga ignicauda,1
2650,9,B,20130216,Fire-tailed Sunbird,Nectariniidae Aethopyga ignicauda,1
2650,10,A,20130311,Fire-tailed Sunbird,Nectariniidae Aethopyga ignicauda,1
2650,10,B,20130311,Fire-tailed Sunbird,Nectariniidae Aethopyga ignicauda,1
1550,2,A,20120125,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
1550,5,A,20120216,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
1550,5,B,20120216,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
1850,11,A,20130212,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
1950,6,B,20120206,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
2000,3,B,20120131,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
2000,5,A,20120210,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
2000,7,B,20130114,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
2000,9,B,20130122,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
2000,10,B,20130207,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
2000,11,B,20130210,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
2050,10,A,20130213,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
2050,12,A,20130225,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
2100,1,A,20120113,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
2100,11,B,20130210,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
2150,4,B,20120213,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
2150,12,B,20130225,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
2200,6,A,20120214,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
2200,6,B,20120214,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
2200,7,B,20130114,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
2200,10,A,20130207,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
2250,4,B,20120213,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
2250,7,A,20130116,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
2250,10,B,20130213,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
2300,2,B,20120122,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
2300,3,A,20120131,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
2300,4,B,20120204,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
2300,10,B,20130207,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
2350,3,A,20120201,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
2350,6,A,20120215,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
2350,9,A,20130216,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
2350,10,A,20130213,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
2350,11,B,20130212,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
2400,2,A,20120122,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
2400,6,A,20120214,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
2400,8,B,20130118,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
2450,9,B,20130216,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
2500,2,A,20120122,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
2500,2,B,20120122,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
2500,3,A,20120131,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
2500,4,A,20120204,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
2500,9,B,20130122,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
2550,5,B,20120209,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
2550,10,B,20130213,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
2650,3,A,20120201,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
2700,4,B,20120204,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
2700,12,A,20130305,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
2800,3,A,20120121,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
2800,3,B,20120121,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
2800,10,B,20130207,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,1
2000,6,A,20120214,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,2
2050,10,B,20130213,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,2
2100,3,A,20120131,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,2
2100,3,B,20120131,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,2
2100,9,B,20130122,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,2
2150,5,B,20120211,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,2
2150,8,B,20130119,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,2
2150,10,A,20130213,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,2
2200,8,A,20130118,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,2
2200,8,B,20130118,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,2
2200,9,A,20130122,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,2
2250,3,B,20120201,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,2
2250,4,A,20120213,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,2
2250,6,A,20120215,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,2
2250,6,B,20120215,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,2
2250,12,B,20130225,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,2
2300,1,A,20120113,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,2
2300,3,B,20120131,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,2
2300,8,B,20130118,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,2
2300,10,A,20130207,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,2
2300,11,B,20130210,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,2
2350,2,A,20120123,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,2
2350,6,B,20120215,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,2
2350,8,A,20130119,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,2
2400,10,B,20130207,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,2
2400,12,A,20130226,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,2
2450,3,A,20120201,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,2
2450,7,A,20130116,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,2
2450,10,B,20130213,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,2
2450,11,B,20130212,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,2
2500,5,B,20120210,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,2
2500,6,B,20120205,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,2
2500,7,B,20130114,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,2
2550,1,B,20120118,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,2
2550,11,B,20130212,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,2
2600,6,A,20120205,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,2
2600,6,B,20120205,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,2
2600,10,B,20130207,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,2
2650,2,B,20120123,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,2
2650,4,B,20120208,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,2
2700,4,A,20120204,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,2
2800,6,A,20120205,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,2
2800,6,B,20120205,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,2
2800,12,A,20130305,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,2
2000,6,B,20120214,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,3
2000,8,B,20130118,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,3
2000,11,A,20130210,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,3
2150,7,A,20130116,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,3
2150,11,A,20130212,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,3
2200,2,A,20120122,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,3
2200,7,A,20130114,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,3
2250,2,A,20120123,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,3
2250,7,B,20130116,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,3
2250,9,B,20130216,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,3
2250,10,A,20130213,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,3
2300,9,A,20130122,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,3
2350,7,B,20130116,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,3
2350,8,B,20130119,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,3
2350,9,B,20130216,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,3
2350,12,B,20130225,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,3
2400,12,B,20130226,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,3
2450,1,A,20120118,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,3
2450,4,B,20120213,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,3
2450,5,A,20120209,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,3
2450,5,B,20120209,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,3
2500,4,B,20120204,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,3
2500,6,A,20120205,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,3
2500,7,A,20130114,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,3
2500,12,A,20130226,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,3
2600,12,A,20130226,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,3
2600,12,B,20130226,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,3
2650,4,A,20120208,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,3
2650,10,A,20130311,Green-tailed Sunbird,Nectariniidae Aethopyga nipalensis,3
